StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Prolific-ID,Q3,Q4,Q5_1,Q5_2,Q5_7,Q6,Q7,Q8,Q9,Q9_9_TEXT,Q10,Q10_11_TEXT,Q11,Q12,Q13,Q14,Q15,Q15_7_TEXT,Q16,Q16_9_TEXT,Q17,Q18,Q19,Q20,Q21,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q31,Q32,Q33,Q33_4_TEXT,Q34,Q35,PROLIFIC_PID
2024-09-30 15:38:23,2024-09-30 15:46:40,IP Address,197.232.107.32,100,496,True,2024-09-30 15:46:40,R_8qi1g2dulQZ2dR7,,,,,-1.2841,36.8155,anonymous,EN,Yes,665eef9198efa57e94828636,"I can use AI tools such as ChatGPT, but I cannot code","Yes, I use them regularly.",8,5,8,Confident,"Yes, I am allowed to use it without restrictions.","Yes, I use them regularly for my work.",ChatGPT,,"Generating content (e.g., text, images, code),Data analysis and insights,Enhancing productivity or workflow,Research and development,Decision-making assistance",,"No, I donâ€™t see any problems with using AI in my role.",Very interested,5-10 hours,"Text generation,Image generation,Speech generation","Self-paced online courses,Hands-on practice through projects or assignments,Reading documentation or manuals,Watching video tutorials",,"Lack of access to resources or training,Difficulty understanding the concepts",,"Some support is provided, but it's limited.","No, I have not participated, and no such opportunities were offered in the past year.","Yes, it is very important.",Somewhat satisfied,"Yes, AI has slightly improved my job satisfaction",Somewhat comfortable,Definitely yes,Definitely yes,Probably not,Might or might not,Legal Services,Human Resources,10-49 employees,â‚¬1 million to â‚¬5 million,Kenya,Female,,Bachelor's degree,35-44 years old,665eef9198efa57e94828636
2024-09-30 15:36:56,2024-09-30 15:46:42,IP Address,41.216.202.13,100,586,True,2024-09-30 15:46:43,R_8F5KS9HRjeFPxo4,,,,,-26.2309,28.0583,anonymous,EN,Yes,6175afc46430bb95e749e79d,"I can use AI tools such as ChatGPT, but I cannot code","Yes, I have used them occasionally.",5,1,6,Somewhat confident,Iâ€™m not sure.,Rarely,ChatGPT,,"Automating repetitive tasks,Generating content (e.g., text, images, code),Customer support (e.g., chatbots)",,"Yes, I have some concerns, but I believe the benefits outweigh the risks.",Somewhat interested,1-3 hours,"Image generation,Speech generation","Self-paced online courses,Instructor-led workshops or webinars,One-on-one mentoring or coaching",,Lack of time,,"Yes, there is sufficient support and resources for training.","Yes, I have participated in company-funded AI training or conferences within the last year.","Yes, it is somewhat important.",Extremely satisfied,"No, AI has significantly decreased my job satisfaction",Somewhat comfortable,Probably yes,Might or might not,Probably not,Might or might not,"Arts, Entertainment, and Recreation",Sales & Marketing,10-49 employees,I do not know,South Africa,Female,,Bachelor's degree,35-44 years old,6175afc46430bb95e749e79d
2024-09-30 15:37:47,2024-09-30 15:46:47,IP Address,102.217.241.105,100,540,True,2024-09-30 15:46:48,R_8bDLA4nEIZC5QFX,,,,,-29.1346,26.2004,anonymous,EN,Yes,614fbd530c7854cde85dbf43,"I can use AI tools such as ChatGPT, but I cannot code","Yes, I use them regularly.",10,5,3,Confident,"Yes, but there are some restrictions or guidelines.","Yes, I have used them occasionally for work.","ChatGPT,Google Bard,Other",,"Generating content (e.g., text, images, code),Customer support (e.g., chatbots),Personalization of products/services,Decision-making assistance,Improving software or product development",,"No, I donâ€™t see any problems with using AI in my role.",Very interested,5-10 hours,"Text generation,Image generation","Self-paced online courses,Hands-on practice through projects or assignments",,"Lack of time,Lack of support from management or organization",,"Some support is provided, but it's limited.",Iâ€™m not sure,"Yes, it is very important.",Extremely satisfied,"No, AI has significantly decreased my job satisfaction",Very comfortable,Definitely yes,Definitely yes,Probably not,Probably yes,Other,Other,50-100 employees,Less than â‚¬1 million,South Africa,Female,,Bachelor's degree,25-34 years old,614fbd530c7854cde85dbf43
2024-09-30 15:38:42,2024-09-30 15:46:48,IP Address,196.39.251.214,100,485,True,2024-09-30 15:46:48,R_2sboqTGLxjzxgw9,,,,,-26.2309,28.0583,anonymous,EN,Yes,66f7a22cf32bc38603a05165,"I can use AI tools such as ChatGPT, but I cannot code","Yes, I use them regularly.",7,5,8,Confident,"Yes, I am allowed to use it without restrictions.","Yes, I use them regularly for my work.","ChatGPT,DALLÂ·E,Google Bard,Jasper",,"Automating repetitive tasks,Data analysis and insights,Customer support (e.g., chatbots),Personalization of products/services,Predictive analytics and forecasting,Improving software or product development",,"No, I donâ€™t see any problems with using AI in my role.",Very interested,3-5 hours,Image generation,"Self-paced online courses,Instructor-led workshops or webinars,Reading documentation or manuals,Watching video tutorials",,"Lack of access to resources or training,Difficulty understanding the concepts,Uncertainty about where to start",,"Some support is provided, but it's limited.","Yes, I have participated in company-funded AI training or conferences within the last year.","Yes, it is very important.",Somewhat satisfied,AI has no impact on my job satisfaction,Very comfortable,Definitely yes,Probably yes,Might or might not,Might or might not,Information Services and Data Processing,IT & Technical Support,50-100 employees,â‚¬1 million to â‚¬5 million,South Africa,Male,,Master's degree,25-34 years old,66f7a22cf32bc38603a05165
2024-09-30 15:37:56,2024-09-30 15:46:53,IP Address,173.35.185.86,100,536,True,2024-09-30 15:46:53,R_7fJkq8ih7Oyp1wM,,,,,46.097,-64.7049,anonymous,EN,Yes,667ecb3f5e0218c7c740aa2f,"I can use AI tools via APIs such as the OpenAI API, by writing code but I cannot develop models","Yes, I use them regularly.",9,10,10,Confident,"Yes, I am allowed to use it without restrictions.","Yes, I use them regularly for my work.","ChatGPT,OpenAI API,Google Bard,MidJourney,Microsoft Copilot,Jasper",,"Automating repetitive tasks,Generating content (e.g., text, images, code),Data analysis and insights,Customer support (e.g., chatbots),Enhancing productivity or workflow,Personalization of products/services,Predictive analytics and forecasting,Research and development,Decision-making assistance,Improving software or product development",,"Yes, I have some concerns, but I believe the benefits outweigh the risks.",Very interested,5-10 hours,"Text generation,Image generation,Speech generation","Self-paced online courses,Instructor-led workshops or webinars,Hands-on practice through projects or assignments,One-on-one mentoring or coaching,Watching video tutorials",,"Lack of time,Lack of access to resources or training",,"Yes, there is sufficient support and resources for training.","Yes, I have participated in company-funded AI training or conferences within the last year.","Yes, it is very important.",Somewhat satisfied,"Yes, AI has significantly improved my job satisfaction",Very comfortable,Definitely yes,Definitely yes,Probably not,Probably yes,Manufacturing and Engineering,Administrative,101-250 employees,"Less than â‚¬500,000",Canada,Male,,Master's degree,25-34 years old,667ecb3f5e0218c7c740aa2f
2024-09-30 15:37:44,2024-09-30 15:47:10,IP Address,91.243.138.52,100,565,True,2024-09-30 15:47:10,R_24dTke2K2PhIc42,,,,,40.4172,-3.684,anonymous,EN,Yes,587d48d76657e500018acec2,"I can use AI tools such as ChatGPT, but I cannot code",Rarely,6,6,4,Somewhat confident,"Yes, but there are some restrictions or guidelines.","Yes, I have used them occasionally for work.","ChatGPT,DALLÂ·E,Other",natural readers,"Enhancing productivity or workflow,Research and development",,"Yes, I see significant issues or concerns with using AI in my role.",Somewhat interested,3-5 hours,Speech generation,"Self-paced online courses,Hands-on practice through projects or assignments,Reading documentation or manuals,Watching video tutorials",,Other,"lack of transparency re how the tools work, training data used; security; privacy","Some support is provided, but it's limited.","No, I have not participated, but such opportunities were offered within the last year.","Yes, it is very important.",Somewhat satisfied,"Yes, AI has slightly improved my job satisfaction",Somewhat comfortable,Might or might not,Might or might not,Probably not,Probably yes,Other,Research & Development,Fewer than 10 employees,"Less than â‚¬500,000",Spain,Female,,Master's degree,45-54 years old,587d48d76657e500018acec2
2024-09-30 15:39:26,2024-09-30 15:47:22,IP Address,142.181.111.150,100,476,True,2024-09-30 15:47:22,R_6gCtgZF04ZKtHnW,,,,,43.9251,-78.8138,anonymous,EN,Yes,614e343d989014aedf948e68,"I can use AI tools such as ChatGPT, but I cannot code",Rarely,8,2,0,Neutral,"Yes, but there are some restrictions or guidelines.",Rarely,ChatGPT,,"Research and development,Decision-making assistance",,"Yes, I see significant issues or concerns with using AI in my role.",Not very interested,1-3 hours,Text generation,"Self-paced online courses,Hands-on practice through projects or assignments,Reading documentation or manuals,Watching video tutorials",,"Lack of time,Fear of AI replacing jobs",,"Yes, there is sufficient support and resources for training.","No, I have not participated, and no such opportunities were offered in the past year.","No, it is not very important.",Somewhat satisfied,AI has no impact on my job satisfaction,Neutral,Might or might not,Probably not,Probably yes,Definitely not,"Arts, Entertainment, and Recreation",Creative & Design,Fewer than 5 employees,"Less than â‚¬500,000",Canada,Female,,Bachelor's degree,25-34 years old,614e343d989014aedf948e68
2024-09-30 15:39:00,2024-09-30 15:47:29,IP Address,102.220.209.237,100,508,True,2024-09-30 15:47:29,R_8Ian1IxesUcOnoR,,,,,-33.91,18.4304,anonymous,EN,Yes,66781db404eab5e142f849d9,"I can use AI tools such as ChatGPT, but I cannot code","Yes, I use them regularly.",10,2,3,Confident,"Yes, but there are some restrictions or guidelines.","Yes, I use them regularly for my work.","ChatGPT,Google Bard,Microsoft Copilot",,"Enhancing productivity or workflow,Personalization of products/services",,"No, I donâ€™t see any problems with using AI in my role.",Very interested,More than 10 hours,Text generation,"Self-paced online courses,Hands-on practice through projects or assignments,One-on-one mentoring or coaching",,"Lack of access to resources or training,Concern that AI may not be relevant to my role,Fear of AI replacing jobs",,"Yes, there is sufficient support and resources for training.","No, I have not participated, and no such opportunities were offered in the past year.","Yes, it is very important.",Extremely satisfied,"Yes, AI has significantly improved my job satisfaction",Very comfortable,Definitely yes,Definitely yes,Might or might not,Probably yes,"Education (K-12, College, University, Adult)",Other,50-100 employees,I do not know,South Africa,Female,,Bachelor's degree,18-24 years old,66781db404eab5e142f849d9
2024-09-30 15:39:39,2024-09-30 15:47:31,IP Address,99.233.58.168,100,471,True,2024-09-30 15:47:31,R_5jxmy4Ir7ggS7fv,,,,,44.4006,-79.6676,anonymous,EN,Yes,66841640ece828f71e0d38d0,"I can use AI tools such as ChatGPT, but I cannot code",Rarely,8,8,6,Neutral,Iâ€™m not sure.,Rarely,ChatGPT,,"Generating content (e.g., text, images, code)",,"Yes, I have some concerns, but I believe the benefits outweigh the risks.",Somewhat interested,3-5 hours,"Text generation,Image generation,Speech generation","Self-paced online courses,Instructor-led workshops or webinars,Hands-on practice through projects or assignments,Watching video tutorials",,"Lack of support from management or organization,Concern that AI may not be relevant to my role,Uncertainty about where to start",,"No, there is little to no support for employee training.","No, I have not participated, and no such opportunities were offered in the past year.","No, it is not very important.",Somewhat dissatisfied,AI has no impact on my job satisfaction,Somewhat comfortable,Probably not,Probably not,Probably not,Might or might not,Hotel and Food Services,Customer Service,10-49 employees,Less than â‚¬1 million,Canada,Male,,High school diploma or equivalent,35-44 years old,66841640ece828f71e0d38d0
2024-09-30 15:37:50,2024-09-30 15:47:31,IP Address,31.183.142.67,100,580,True,2024-09-30 15:47:32,R_2amf7nqu7BA2yE9,,,,,51.754,19.4673,anonymous,EN,Yes,66c37436187261ea908a8aea,"I can use AI tools such as ChatGPT, but I cannot code","Yes, I use them regularly.",8,3,2,Confident,"Yes, I am allowed to use it without restrictions.","Yes, I use them regularly for my work.","ChatGPT,Google Bard,Microsoft Copilot",,"Generating content (e.g., text, images, code),Data analysis and insights,Enhancing productivity or workflow,Research and development,Improving software or product development",,"No, I donâ€™t see any problems with using AI in my role.",Very interested,3-5 hours,"Text generation,Image generation,Speech generation","Self-paced online courses,Hands-on practice through projects or assignments,Reading documentation or manuals,Watching video tutorials",,"Lack of time,No significant barriers",,"No, there is little to no support for employee training.","No, I have not participated, and no such opportunities were offered in the past year.","Yes, it is very important.",Somewhat satisfied,"Yes, AI has significantly improved my job satisfaction",Very uncomfortable,Definitely yes,Probably yes,Probably not,Probably yes,Information Services and Data Processing,IT & Technical Support,Fewer than 10 employees,"Less than â‚¬500,000",Poland,Male,,Master's degree,45-54 years old,66c37436187261ea908a8aea
