Start Time,End Time,Sentence,Translation
84:14.836,84:16.316,Yo no voy a estar diferente contigo.,I'm not going to be different with you.
84:16.348,84:17.644,Yo quiero seguir conociéndote.,I want to keep knowing you.
84:17.692,84:20.988,¿Puede salir un vínculo súper especial de aquí y quién sabe?,Can a super special bond come out of here and who knows?
84:21.084,84:27.212,"O sea, yo lo que quiero de momento es la paz que me estabas dando.","I mean, what I want at the moment is the peace you were giving me."
84:27.356,84:29.160,"Que no cambie, por favor.","Don't let it change, please."
84:29.620,84:31.120,Una persona maravillosa.,A wonderful person.
84:39.240,84:43.820,Me gustaría que Mariona entendiese que he venido a tentarme de una forma muy real.,I would like Mariona to understand that I have come to tempt myself in a very real way.
84:44.360,84:52.340,"Igual me he dejado llevar por lo que me transmitía Mónica y he pasado el límite, pero sigo pensando que Marion está por encima.","I may have been carried away by what Monica had conveyed to me, and I have passed the limit, but I still think Marion is above me."
84:54.040,84:57.888,"Mona aquí tiene la ciencia cierta, en plan que su novia no va a caer.","Mona here has the truth, as if her girlfriend is not going to fall."
84:57.984,84:59.360,¿Tenéis esa espina?,Do you have that thorn?
84:59.520,85:00.320,La duda siempre.,The doubt always.
85:00.440,85:02.460,"Yo claro, yo estoy un 80, el 0,1.","Of course, I'm 80, 0.1."
85:02.482,85:02.726,%.,%.
85:02.748,85:07.630,"80 % de que no cae, 1 20 % de que sí.","80 % of which does not fall, 1 20 % of which does."
85:07.970,85:09.390,O igual hasta menos.,Or even less.
85:10.370,85:11.498,Igual luego me doy la flapa.,Maybe then I'll give myself the flap.
85:11.514,85:14.106,"Yo un 95 90 10 estoy, la verdad.","I'm 95 90 10, the truth is."
85:14.138,85:16.910,¿Y tú no ves que haya conexión entre Napoli y tu novia?,Don't you see there's a connection between Napoli and your girlfriend?
85:17.250,85:19.750,"Sí que hay, sí, conexión sí que hay.","Yes, there is, yes, there is a connection."
85:20.290,85:23.194,No sé si conexión hay un tonteo que se pone.,I don't know if there's a silly connection that goes on.
85:23.242,85:26.970,"Yo tenía mis dudas, pero ahora ya sé cómo es tu novia.","I had my doubts, but now I know what your girlfriend looks like."
85:27.050,85:27.674,Se deja querer.,He lets himself be loved.
85:27.722,85:30.356,"Hermano, le ponemos ya sé cómo es tu novia.","Brother, we put him on I know what your girlfriend looks like."
85:30.468,85:35.860,Hace la deja querer y sabe perfectamente además quién es Nápoles.,He makes her want and knows perfectly well who Naples is.
85:35.940,85:42.772,"Igual por hablar, beso, pero no, no pienso que se deja querer.","Maybe for talking, kiss, but no, I don't think he'll let himself be loved."
85:42.836,85:45.156,Me esperaba Napoli así lo veo un personaje.,"I was expecting Napoli, so I see him as a character."
85:45.268,85:47.060,Pero confío mucho en mi relación.,But I trust my relationship very much.
85:47.140,85:55.100,Yo creo que nos vamos a ir juntos de aquí.,I think we're gonna get out of here together.
86:53.600,86:54.616,"Chiqui, parejón.","Chiqui, parejón."
86:54.648,87:05.340,"Hacen esto también la pareja más bonita y la nuestra no, es que ella está luchando fuerte, no puede resistirse.","They make this also the most beautiful couple and ours no, it is that she is fighting hard, she cannot resist."
87:07.680,87:09.016,"Eso sí que es difícil, tío.","That's hard, man."
87:09.048,87:09.768,¿Tenés ganas de dejar?,Do you feel like quitting?
87:09.784,87:10.580,Si no puede.,If you can't.
87:11.200,87:12.300,"Mira, mira.","Look, look."
87:23.690,87:24.670,Muy bien.,All right.
87:24.970,87:25.870,Yo también.,Me too.
87:29.930,87:31.426,¿Has puesto mi camiseta?,Did you put my shirt on?
87:31.538,87:31.922,Sí.,Yeah.
87:31.986,87:32.514,¿Por qué?,Why?
87:32.602,87:33.950,Porque me ha venido bien.,'Cause it worked out for me.
87:35.050,87:43.020,"A ver, en tu cabezona estás pensando me quiero ir en la cocina, quiero ir al sofá, por ahí, porque aquí estoy incómoda.","Now, in your head, you're thinking I want to go in the kitchen, I want to go to the couch, over there, because I'm uncomfortable here."
87:43.100,87:43.532,Dilo.,Say it.
87:43.596,87:45.640,No estaba pensando eso.,I wasn't thinking that.
88:03.950,88:07.290,"El ruido, este ruido mi relaja.","The noise, this noise my relaxes."
88:08.430,88:09.046,Me encanta.,I love it.
88:09.078,88:15.010,"Que no es el lugar, son las personas.","It's not the place, it's the people."
88:15.630,88:19.478,Siempre he dicho que si estás enamorado de una persona no puedes tener una conexión con otra.,"I've always said that if you're in love with one person, you can't have one connection to another."
88:19.654,88:22.486,Tengo una conexión muy fuerte con Napoli.,I have a very strong connection to Napoli.
88:22.518,88:27.210,"Y eso es lo que mi cabeza, al no entender, descuadra muchísimo.","And that's what my head, if I don't understand, will be very loose."
88:41.240,88:42.020,Hola.,Hello.
88:42.760,88:44.240,¿Nos ponemos una camiseta?,Shall we put on a T-shirt?
88:44.400,88:44.912,¿Qué tal?,What's up?
88:44.936,88:45.456,Pues sí.,"Well, yes."
88:45.488,88:46.640,"David, ponte una camiseta.","David, put on a shirt."
88:46.720,88:47.660,"Dale, Bo.","Come on, Bo."
88:48.280,88:48.736,Por favor.,Please.
88:48.768,88:50.060,"Chicas, vosotras también.","Girls, you too."
88:50.680,88:52.020,Todos conmigo.,All with me.
88:52.360,88:54.506,"Cuando Sandra entra, o sea, nos alteramos.","When Sandra comes in, that is, we get upset."
88:54.538,88:56.750,No sé qué tiene que nos tensionamos.,I don't know what's got to do with us.
89:00.930,89:04.550,"Chicos, estoy aquí porque tengo que comunicaros algo.","Guys, I'm here because I have to tell you something."
89:06.450,89:08.906,"Como sabéis, este es el Collar del Veto.","As you know, this is the Veto Necklace."
89:09.098,89:12.561,Tiene el poder de vetar a una de vosotras durante 24 h.,It has the power to veto one of you for 24 hours.
89:12.576,89:18.670,La portadora del collar deberá abandonar la villa inmediatamente.,The wearer of the necklace must leave the villa immediately.
89:22.300,89:25.108,"¿Chicos, a quién creéis que vuestras chicas han vetado?","Guys, who do you think your girls have vetoed?"
89:25.204,89:27.684,Creo que la ultra vetada puede ser Zaira.,I think the ultra veto may be Zaira.
89:27.732,89:28.324,¿Por qué?,Why?
89:28.412,89:35.924,"Porque es muy juguetona, se le pone complicada a David y la veo muy avanzada con él.","Because it is very playful, it gets complicated to David and I see it very advanced with him."
89:36.092,89:37.428,"¿David, tú qué crees?","David, what do you think?"
89:37.524,89:40.852,Yo creo que puede ser o Paula o Tamara.,I think it could be either Paula or Tamara.
89:40.996,89:43.796,No creo que nuestras novias nos quieran vetar.,I don't think our girlfriends want to veto us.
89:43.908,89:51.970,"Creo que puede ser la suya, porque la que más veo que se le ha ido un poco la olla y que suelta comentarios que no tal, entonces pienso que puede ser la de Nico.","I think it may be yours, because the one I see most of all that the pot has gone a little bit and that makes comments that do not, then I think it may be Nico's."
89:53.030,90:02.585,"Chicos, ha llegado el momento de conocer a la soltera vetada que tendrá que abandonar Villa Playa durante 24 h.","Guys, it's time to meet the single woman who will have to leave Villa Playa for 24 hours."
90:02.600,90:14.880,La soltera vetada es Gabriela.,The single woman vetoed is Gabriela.
90:23.300,90:24.620,"¿Te lo esperabas, Gabriela?","Did you expect it, Gabriela?"
90:24.700,90:25.932,"Sí, sí.","Yeah, yeah."
90:26.076,90:27.052,¿Por qué?,Why?
90:27.236,90:39.192,¿Sabiendo que aparte de conexión sexual hay mucha conexión mental y sentimental y yo desde que dijeron ayer del veto sabía Crees que Marieta tiene miedo?,Knowing that apart from sexual connection there is a lot of mental and sentimental connection and I since they said yesterday the veto knew you think Marieta is afraid?
90:39.336,90:40.392,¿Miedo a qué?,Afraid of what?
90:40.496,90:42.620,Miedo a que me lo lleva a Murcia.,Afraid he's taking me to Murcia.
90:44.080,90:48.060,"Alex, no sé, no lo entiendo.","Alex, I don't know, I don't understand."
90:48.560,90:57.140,"No sé si es por joder o igual que para un poco los pies, pero es que seguiría sin entenderlo porque ella ha hecho lo mismo que yo.","I don't know if it's to screw or to a little toe, but I'd still not understand it because she's done the same thing as me."
90:58.160,91:07.136,"Gabriela, lo siento mucho, eres la soltera vetada y debes abandonar ahora mismo Villa Playa por 24 h.","Gabriela, I'm so sorry, you're the single woman who has been banned and you must leave Villa Playa for 24 hours right now."
91:07.328,91:08.320,Puedes marcharte.,You can go.
91:08.400,91:08.992,Adiós.,Bye.
91:09.136,91:09.984,"Adiós, Gabri.","Goodbye, Gabri."
91:10.032,91:10.900,Chao.,Bye.
91:13.160,91:18.620,Marita tiene muchísimo miedo de que Álex se pueda enamorar de mí.,Marita is very afraid that Alex may fall in love with me.
91:19.720,91:24.832,"Álex, no te has despedido de Gabriela, Gabriela no se ha despedido de ti.","Alex, you haven't said goodbye to Gabriela, Gabriela hasn't said goodbye to you."
91:24.896,91:27.980,"Son 24 h, tampoco es un mes.","It's 24 hours, it's not a month either."
91:28.850,91:36.762,"Sí que puede ser que Marieta, al ver las imágenes con Gabriela, yo que sé, haya espabilado y se haya puesto a pensar en nosotros.","Marieta, seeing the images with Gabriela, I know, may have been a little brighter and thought of us."
91:36.906,91:47.950,"Pero vamos, es que me parecería surrealista que para ella pensar en mí tenga que ver que yo he hecho algo con otra chica y no piense en mí ella haciendo algo con otro chico.","But come on, it would seem surreal to me that for her to think of me it would have to do with me that I have done something with another girl and do not think of me doing something with another boy."
91:48.530,91:51.790,No lo entiendo que haya metido a Gabriela.,I don't understand that she put Gabriela in.
91:52.530,92:02.680,"Por una parte puedo entender que ella haya visto las imágenes y se haya parado a pensar en algún momento en todo lo nuestro, pero me hubiera encantado que lo hubiera hecho sin ver eso.","On the one hand I can understand that she has seen the images and has stopped to think at some point about all of ours, but I would have loved that she would have done it without seeing that."
92:04.420,92:09.372,"Chicos, chicas, ya conocéis la decisión de quién ha sido la soltera vetada.","Guys, girls, you know the decision of who's been the single woman who's been banned."
92:09.436,92:13.200,"Pero ahora, chicas, os pido por favor que me dejéis a solas con los chicos.","But now, ladies, please leave me alone with the boys."
92:19.630,92:27.490,"Chicos, necesito hablar a solas con vosotros porque os veo muy bajos y algunos de vosotros no estáis nada bien.","Guys, I need to talk to you alone, because I see you very low, and some of you are not at all well."
92:28.430,92:30.490,Eso está a punto de cambiar.,That's about to change.
92:32.110,92:39.930,"Chicos, uno de vosotros va a poder ver hoy a su novia durante 3 min.","Guys, one of you is going to be able to see his girlfriend for three minutes today."
92:43.950,92:45.566,Será frente al espejo.,It'll be in front of the mirror.
92:45.718,92:51.438,"No podréis hablar, pero podréis expresar a través de vuestra mirada todo lo que sentís.","You will not be able to speak, but you will be able to express through your eyes everything you feel."
92:51.614,92:54.270,"Pero como siempre, tenéis que poneros de acuerdo.","But as always, you have to agree."
92:54.350,92:55.133,Os doy 1 min.,I'll give you a minute.
92:55.148,92:59.630,Para que decidáis quién de vosotros va a poder ver a su chica.,So you can decide which one of you will be able to see his girl.
92:59.710,93:00.450,Adelante.,Go ahead.
93:00.790,93:06.210,"Chicos, yo querría hay un descompensado.","Guys, I'd like to have a decompensated one."
93:06.550,93:08.782,"Yo si me dan a mí, lo agradezco.","If they give me, I appreciate it."
93:08.846,93:11.170,"Eres tú, claramente.","It's you, clearly."
93:11.600,93:14.248,Aunque voy nervioso para venir.,"I'm nervous to come, though."
93:14.344,93:15.592,"¿Cómo justifica eso, tío?","How do you justify that, man?"
93:15.656,93:15.848,Claro.,Sure.
93:15.864,93:16.904,Es que no podemos hablar.,We just can't talk.
93:17.032,93:20.104,"Bueno, pero vas a entender, son 3 min.","Well, you'll understand, it's three minutes."
93:20.152,93:21.240,"No, en verdad te entiendo.","No, I really understand you."
93:21.400,93:22.760,Piénsate lo que puedo.,Think what I can.
93:22.920,93:23.304,Vale.,Okay.
93:23.352,93:24.024,"Ya está, chicos.","That's it, guys."
93:24.072,93:25.420,El tiempo ha terminado.,The time is over.
93:25.760,93:29.928,"¿Adri, quién crees que debe ver a su novia?","Adri, who do you think should see his girlfriend?"
93:30.024,93:39.406,"Pues muy a mi pesar, porque a mí me gustaría ver a Mariona, pero Nico lleva más tiempo en la experiencia y su relación está más descompensada.","Well, to my regret, because I would like to see Mariona, but Nico has been in the experience for a long time and his relationship is more decompensated."
93:39.438,93:41.758,Ahora mismo se lo dejo todo a él.,I'll leave it all to him right now.
93:41.894,93:42.830,¿Alex?,Alex?
93:42.990,93:44.334,Yo opino igual que Adri.,I feel the same as Adri.
